Year,State,Population,Total Religous,Christianity,Islam,Hinduism,Buddhism,Noreligion,Syncretism,Judaism,Sikhism,Code,Continent,GDP per Capita
1975,Central African Republic,2046000,1919949,1116773,128140,0,0,0,0,0,0,CAF,Africa,193.354982118232
1975,Chad,4030000,3977838,1115168,1888026,0,153,1298,0,0,0,TCD,Africa,211.468197007644
1975,Chile,10350000,10029200,9651000,2500,0,700,350000,0,17000,0,CHL,South America,719.599157534302
1975,China,927808000,924133107,13416266,13497406,13465,76276919,428850560,347980211,1188,9842,CHN,Asia,178.341819608096
1975,Colombia,23502000,22773920,22761920,0,0,0,0,0,12000,0,COL,South America,544.290906620908
1975,Costa Rica,1968000,1958948,1927108,0,0,2200,11150,0,1740,0,CRI,North America,936.336822793007
1975,Cuba,8546000,14436638,6504238,1000,3000,5000,1935400,5982200,1800,0,CUB,North America,1379.08184086498
1975,Cyprus,610000,598070,471111,114727,0,0,11874,0,60,0,CYP,Asia,976.33424476934
1975,Denmark,5060000,4999537,4804803,12488,0,3569,170353,0,7124,0,DNK,Europe,7999.11266676484
1975,Dominican Republic,4697000,4565714,3949249,0,0,750,580000,0,415,0,DOM,North America,699.60300367451
1975,Ecuador,6907000,6464010,6464010,0,0,0,0,0,0,0,ECU,South America,1105.42055513384
1975,El Salvador,3534000,3513907,3431933,0,0,300,71574,0,300,0,SLV,North America,453.492451540898
1975,Equatorial Guinea,225000,222870,197199,1425,0,0,6000,0,0,0,GNQ,Africa,407.710639966056
1975,Fiji,569000,568977,288710,44902,227000,0,3200,220,0,3546,FJI,Oceania,1186.67607914446
1975,Finland,4711000,4657529,4342197,930,0,0,310926,0,1475,0,FIN,Europe,6255.54464076423
1975,France,52699000,52480793,44111544,1602753,25002,97244,6009107,29002,543547,0,FRA,Europe,6690.57827024394
1975,Gabon,593000,513124,471871,4902,0,0,1750,0,0,0,GAB,Africa,3331.99431787372
1975,Ghana,9826000,9817771,5100000,1494963,1396,299,11589,125,0,0,GHA,Africa,281.40612646801
1975,Greece,9047000,9021226,8867546,132068,0,0,17513,0,3849,0,GRC,Europe,3153.23577562809
1975,Guatemala,6023000,5540186,5447596,0,0,1000,74940,0,250,0,GTM,North America,594.651803552057
1975,Guinea-Bissau,627000,626852,66700,190100,0,0,0,0,0,0,GNB,Africa,142.281820343001
1975,Guyana,781000,755465,419635,70290,265540,0,0,0,0,0,GUY,South America,663.395665152058
1975,Haiti,4920000,7199236,4553806,1500,0,0,183830,2460000,100,0,HTI,North America,133.750247812867
1975,Honduras,3093000,3018954,2976874,0,0,1000,35430,0,150,0,HND,North America,356.4573969984
1975,Iceland,218000,217935,214986,0,80,0,2354,0,0,0,ISL,Europe,6454.17715159378
1975,India,602748000,601788900,27677391,71768312,458088480,4705311,3434208,64965,10245,12104552,IND,Asia,158.036171003399
1975,Indonesia,130504000,130070871,15096666,101793120,2780194,1297538,1656882,1013011,100,5029,IDN,Asia,233.116660900859
1975,Iraq,11124000,11081570,512521,10567800,0,83,0,0,1050,0,IRQ,Asia,1151.81871444528
1975,Ireland,3177000,3145476,3131997,1973,0,0,8398,0,2360,0,IRL,Europe,2973.40012301715
1975,Italy,55441000,55081606,48144033,182536,0,2059,6710432,0,38126,0,ITA,Europe,4106.99386771403
1975,Jamaica,1810000,1734239,1480069,1500,6300,320,121900,0,900,0,JAM,North America,1410.44599971062
1975,Japan,111573000,179271021,3347189,40000,8625,79016830,11358874,42457,1063,330,JPN,Asia,4674.44548119394
1975,Jordan,2702000,2674060,161200,2512860,0,0,0,0,0,0,JOR,Asia,659.774840615381
1975,Kenya,13413000,13361280,8716385,838427,71491,50,3001,161,840,15023,KEN,Africa,240.083192711698
1975,Kuwait,1007000,976790,40280,936510,0,0,0,0,0,0,KWT,Asia,11768.4683020011
1975,Lesotho,1187000,1182877,1029295,593,61,0,659,0,0,0,LSO,Africa,128.843175462262
1975,Luxembourg,359000,358507,343964,1349,0,0,11450,0,704,0,LUX,Europe,8701.30473139249
1975,Madagascar,7778000,7752378,3794484,138153,1805,2386,5095,4695,122,0,MDG,Africa,302.149227701469
1975,Malawi,5236000,5207799,3264691,826858,5683,0,603,0,100,244,MWI,Africa,113.879973385988
1975,Malaysia,11926000,11911657,747610,5963000,900771,773324,26444,2842525,0,27786,MYS,Asia,764.566378590813
1975,Mali,5614000,5597002,96782,5000000,0,0,4700,0,0,0,MLI,Africa,128.150952886646
1975,Malta,304000,303435,301594,0,50,0,1621,0,50,0,MLT,Europe,1560.11215357522
1975,Mauritania,1371000,1365253,7116,1343580,0,0,723,0,0,0,MRT,Africa,528.620039884464
1975,Mexico,67580000,67011110,63095110,20900,0,20800,3802000,0,17500,0,MEX,North America,1476.31321709503
1975,Morocco,17006000,16983100,197100,16770000,0,0,0,0,16000,0,MAR,Africa,502.756524021843
1975,Myanmar,30170000,30168740,1933395,1150350,387493,22929200,84254,104362,229,5732,MMR,Asia,117.608193470353
1975,Nepal,12835000,12831640,6531,359445,9470900,1530200,41023,3700,0,1775,NPL,Asia,117.417746807474
1975,Netherlands,13653000,13168690,11312510,101169,20755,4113,1682128,14058,31052,0,NLD,Europe,7335.5089973343
1975,New Zealand,3083000,3071503,2873329,1099,4107,1447,168706,7535,4097,304,NZL,Oceania,4171.76973967475
1975,Nicaragua,2408000,2302681,2268816,0,0,1000,13465,0,200,0,NIC,North America,566.622164719659
1975,Niger,4600000,4589818,19999,3956000,0,0,3029,0,0,427,NER,Africa,202.257100990614
1975,Nigeria,62770000,62742057,27618798,27642855,0,570,147520,2605,795,0,NGA,Africa,438.331302220958
1975,Norway,4007000,3956941,3623033,4096,0,7027,320560,0,924,0,NOR,Europe,8204.45151152979
1975,Oman,841000,841000,0,841000,0,0,0,0,0,0,OMN,Asia,2377.10755018002
1975,Pakistan,71033000,70888516,2146317,67121350,1503822,3369,20982,1481,446,3254,PAK,Asia,168.080384792106
1975,Panama,1723000,1606770,1605770,0,0,0,0,0,1000,0,PAN,North America,1395.476184746
1975,Papua New Guinea,2696000,2688500,2615347,0,0,1562,1678,2600,343,0,PNG,Oceania,432.043111869387
1975,Paraguay,2659000,2627145,2585900,0,0,1946,12213,0,1367,0,PRY,South America,541.487941156045
1975,Peru,15161000,14659450,14552950,0,0,0,21500,0,0,0,PER,South America,1094.16160799601
1975,Philippines,42071000,41740832,39122878,1913882,1117,52862,127197,66133,608,7551,PHL,Asia,408.742589434654
1975,Portugal,9093000,9084802,8714810,4335,0,0,362393,0,1328,0,PRT,Europe,2127.6375072593
1975,Qatar,171000,169290,0,169290,0,0,0,0,0,0,QAT,Asia,15292.5741773572
1975,Rwanda,4193000,3992862,2726858,335440,1142,0,500,0,0,0,RWA,Africa,131.019798969444
1975,Saudi Arabia,7251000,7116500,76500,7039500,0,0,0,0,0,0,SAU,Asia,6304.11644700094
1975,Senegal,4974000,4960996,257564,4277639,0,453,51580,15,0,0,SEN,Africa,574.133229492047
1975,Sierra Leone,2931000,2917114,258219,1165981,1617,0,0,0,0,0,SLE,Africa,223.674863513011
1975,Singapore,2263000,2244380,185199,398590,129521,204815,80765,1222020,435,21751,SGP,Asia,2489.91157517591
1975,Somalia,5471000,5415290,6475,5401000,658,0,4143,0,0,0,SOM,Africa,183.195364909792
1975,South Africa,25669000,25668754,19751186,315748,498097,2473,526464,1818,138538,4649,ZAF,Africa,1512.77096500261
1975,Spain,35596000,35583748,34819831,9641,0,4500,730744,3839,10950,0,ESP,Europe,3209.83744506281
1975,Sri Lanka,13496000,13467067,1162416,1013584,1754480,9392060,105410,499,0,27953,LKA,Asia,275.627719520027
1975,Sudan,15726000,15341340,795005,11202000,0,0,0,0,0,0,SDN,Africa,348.010079237257
1975,Suriname,364000,358899,216774,71400,35000,1100,5225,650,750,0,SUR,South America,1295.81275714437
1975,Sweden,8193000,8184699,7664397,5226,0,6368,491580,0,15430,0,SWE,Europe,10117.3066842673
1975,Thailand,41869000,41864717,497546,1650574,71141,38050790,153246,759700,69,11428,THA,Asia,351.619335819513
1975,Togo,2231000,2227829,753458,355257,0,0,1233,0,0,0,TGO,Africa,256.102144117792
1975,Trinidad and Tobago,1176000,1072929,741575,65200,249454,2000,1100,0,400,0,TTO,North America,2416.24831398312
1975,Tunisia,5611000,5386008,31710,5330450,0,0,666,0,23096,0,TUN,Africa,765.189645814592
1975,Turkey,40026000,39776489,300621,39455160,0,2000,7500,0,9958,0,TUR,Asia,1136.37559602925
1975,Uganda,11549000,11492414,8253563,902101,83599,182,2519,0,609,4735,UGA,Africa,219.751047395311
1975,United Arab Emirates,505000,463259,11000,452259,0,0,0,0,0,0,ARE,Asia,26848.0881760738
1975,United Kingdom,56226000,55940304,49263092,732102,299873,75493,4872374,14010,458031,204859,GBR,Europe,4299.74561799284
1975,United States of America,215943000,215701628,182810532,0,159778,1019556,24789671,0,6700000,1597,USA,North America,7801.45666356443
1975,Uruguay,2829000,2290800,2118674,187,0,0,129212,0,40552,0,URY,South America,1250.2008083174
1975,Zambia,4893000,4892030,3468156,14153,8941,1800,13128,1727,809,0,ZMB,Africa,529.742842082485
1975,Zimbabwe,6280000,6222577,3490253,60488,4411,175,11098,62,6302,0,ZWE,Africa,694.532493892872
1980,Afghanistan,17300000,17027541,7510,16771500,74444,2700,115787,0,179,2638,AFG,Asia,272.655510200686
1980,Algeria,18666000,18573952,78312,18479340,0,0,7000,0,50,0,DZA,Africa,2203.05546106977
1980,Angola,7019000,7014414,6252750,46836,0,728,30000,0,0,0,AGO,Africa,711.40957856021
1980,Argentina,28094000,27103077,26417319,19000,0,3666,96666,0,557460,0,ARG,South America,2758.83481652658
1980,Australia,14695000,14668033,12732700,30000,25458,12000,1756800,5000,75400,2200,AUS,Oceania,10211.8371887909
1980,Austria,7555338,7357455,6821354,76939,0,0,452039,0,7123,0,AUT,Europe,10869.5464940526
1980,Bahrain,334000,322589,13410,305309,3200,0,0,0,170,0,BHR,Asia,8537.71587001028
1980,Bangladesh,88678000,88675095,88677,77149860,10730038,530000,176320,0,0,0,BGD,Asia,227.751926507714
1980,Barbados,249000,191751,167840,420,411,0,13010,0,30,0,BRB,North America,4010.81118962834
1980,Belgium,9847000,9556684,8801639,110000,0,4160,597920,2295,32507,0,BEL,Europe,12864.0025661396
1980,Belize,150000,136590,132300,0,0,0,2200,0,1890,0,BLZ,North America,1373.21684470372
1980,Benin,3462000,3385820,816300,357200,0,0,2000,0,0,0,BEN,Africa,378.044305113183
1980,Bhutan,1165000,1164400,1530,34950,267950,850450,20,0,0,0,BTN,Asia,316.349935761632
1980,Bolivia,5355000,5328300,5292850,650,0,4000,12000,0,1800,0,BOL,South America,811.28529928503
1980,Botswana,894000,878210,415700,260,775,0,700,30,130,75,BWA,Africa,1181.61386979063
1980,Brazil,118563000,118521504,117027504,80000,6000,270000,860000,30000,176000,0,BRA,South America,1966.90362644202
1980,Bulgaria,8862000,8849125,6719485,1152060,0,0,970200,0,7000,0,BGR,Europe,2238.80295786574
1980,Burkina Faso,6909000,6908370,934700,2959270,0,0,900,0,0,0,BFA,Africa,282.685850096209
1980,Burundi,4118000,3989723,3363420,39400,2652,0,1651,0,0,0,BDI,Africa,221.231941787803
1980,Cameroon,8503000,8501143,3935900,1870660,0,17,9000,36,0,0,CMR,Africa,774.185243395911
1980,Canada,24516000,24259120,21554382,175619,50986,20847,1959478,0,308594,9064,CAN,North America,11170.5639723393
1980,Central African Republic,2309000,2102911,1395400,168390,0,0,12621,0,0,0,CAF,Africa,362.400148758455
1980,Chad,4477000,4473306,1476000,1968000,0,306,1600,0,0,0,TCD,Africa,228.822484409529
1980,Chile,11145000,11021192,10471712,2360,0,590,426930,0,10000,0,CHL,South America,2542.76380632828
1980,China,998876992,992641545,25963843,14758355,14222,97480085,434404805,372823797,1461,11528,CHN,Asia,194.804722186836
1980,Colombia,25892000,25274750,24946450,34000,3000,600,98350,500,6850,0,COL,South America,1241.63958703115
1980,Comoros,383000,381572,3245,375340,0,0,147,0,0,0,COM,Africa,689.398489527849
1980,Costa Rica,2245000,2244930,2205650,0,0,2400,13000,0,1980,0,CRI,North America,2021.54877949117
1980,Cuba,9724000,16423980,6921580,0,0,6000,2435400,6806800,2200,0,CUB,North America,2021.72463528813
1980,Cyprus,611000,610990,481510,116090,0,0,12900,0,90,0,CYP,Asia,4232.02293870659
1980,Denmark,5123000,5008178,4783315,13000,0,6137,197076,0,7250,0,DNK,Europe,13883.8871432732
1980,Dominica,74000,73940,73940,0,0,0,0,0,0,0,DMA,North America,966.630199067067
1980,Dominican Republic,5697000,5555175,4855425,0,0,2000,626670,0,480,0,DOM,North America,1164.95222460509
1980,Ecuador,7961000,7704507,7662642,0,0,666,13466,1200,933,0,ECU,South America,2238.21708351953
1980,El Salvador,4508000,4457610,4392100,0,0,800,12200,0,410,0,SLV,North America,778.448009043515
1980,Equatorial Guinea,217000,216320,190770,1550,0,0,7500,0,0,0,GNQ,Africa,202.627448270724
1980,Fiji,634000,633900,315460,49400,259000,0,4100,240,0,3900,FJI,Oceania,1892.87682180284
1980,Finland,4780000,4745650,4367880,940,0,0,372840,0,1490,0,FIN,Europe,11223.937563528
1980,France,53880000,53845708,44747150,1850000,30002,167478,6412600,28000,538800,0,FRA,Europe,12713.3651661352
1980,Gabon,691000,557800,525000,6000,0,0,3500,0,0,0,GAB,Africa,5892.09928456065
1980,Ghana,10808000,10755751,5800000,1796700,1800,300,14200,250,0,0,GHA,Africa,402.060707757631
1980,Greece,9643000,9625666,9467466,134000,0,0,20000,0,3900,0,GRC,Europe,5893.66189269128
1980,Grenada,109000,92890,92590,0,0,0,140,0,0,0,GRD,North America,1245.62468592233
1980,Guatemala,6917000,6154100,6078400,0,0,1000,47400,0,500,0,GTM,North America,1143.44040197691
1980,Guinea-Bissau,781000,777620,97160,249920,0,0,900,0,0,0,GNB,Africa,141.559351449963
1980,Guyana,759000,751100,418500,75600,235000,2000,7000,600,0,0,GUY,South America,773.181670774835
1980,Haiti,5353000,7845000,5002500,1700,0,0,57900,2676500,100,0,HTI,North America,245.216566914902
1980,Honduras,3691000,3518900,3479050,1840,0,1000,11900,0,210,0,HND,North America,1078.8103458271
1980,Iceland,228000,227847,224507,0,100,0,2610,0,0,0,ISL,Europe,14821.8141776239
1980,India,673388032,672012698,34727300,80541904,507774904,5626130,4166000,70000,11500,13887760,IND,Asia,266.57785078817
1980,Iraq,13238000,13164509,711244,12436100,0,166,16666,0,100,0,IRQ,Asia,3850.26441866127
1980,Ireland,3401000,3366024,3348892,3649,0,0,10543,0,2040,0,IRL,Europe,6372.43777545453
1980,Italy,56434000,56363214,48759207,321691,0,2100,7236716,0,38900,0,ITA,Europe,8456.91897443827
1980,Jamaica,1810000,1805188,1514468,0,6400,340,41800,0,2080,0,JAM,North America,1238.83906903798
1980,Japan,116807000,190641464,3997800,80000,12750,85269110,11736350,45000,1130,659,JPN,Asia,9463.35385519596
1980,Jordan,2923000,2903060,142920,2722640,0,0,36500,0,0,0,JOR,Asia,1644.25645833139
1980,Kenya,16667000,16549581,11452100,941300,80000,100,4000,321,980,17000,KEN,Africa,442.542821187186
1980,Kuwait,1370000,1349800,66900,1274100,6800,0,0,0,0,0,KWT,Asia,20924.2120140903
1980,Lesotho,1339000,1337500,1191500,640,60,0,700,0,0,0,LSO,Africa,321.998731943126
1980,Luxembourg,364000,363749,347660,2199,0,0,12100,0,710,0,LUX,Europe,16531.1148988397
1980,Madagascar,9072000,9071980,4510880,159000,2300,2680,6000,5200,140,0,MDG,Africa,596.774979295455
1980,Malawi,6046000,6031703,3900000,903500,6300,0,700,0,117,286,MWI,Africa,198.011123891574
1980,Malaysia,13764000,13674975,911600,6923000,1035800,890000,30000,3165720,0,27000,MYS,Asia,1774.74029688815
1980,Maldives,158000,157221,170,155420,20,1580,6,0,0,0,MDV,Asia,268.29663146717
1980,Mali,7095000,7094170,181800,6312550,0,0,6080,0,0,0,MLI,Africa,248.188533814242
1980,Malta,324000,322141,320154,0,50,0,1747,0,50,0,MLT,Europe,3948.40312614976
1980,Mauritania,1551000,1543990,7560,1519980,0,0,800,0,0,0,MRT,Africa,680.186109911046
1980,Mauritius,966000,965910,349960,158900,434700,5400,3900,1400,0,1100,MUS,Africa,1171.57608699789
1980,Mexico,67570000,67273680,65340680,0,0,0,1881000,0,0,0,MEX,North America,3027.37527353192
1980,Morocco,19332000,19313080,151200,19138680,0,0,5000,0,15000,0,MAR,Africa,1078.83990963336
1980,Myanmar,33637000,33619141,2473040,1268000,310000,25227750,90000,126000,250,6300,MMR,Asia,165.723392672082
1980,Nepal,14634000,14387170,6040,424000,10529160,1756080,44000,7400,0,3550,NPL,Asia,129.586022391862
1980,Netherlands,14144000,13744817,11419245,142000,40503,4200,2090769,13000,32000,0,NLD,Europe,13791.8622639458
1980,New Zealand,3113000,3105019,2836440,1200,4420,1540,238410,8100,4400,309,NZL,Oceania,7467.16803773805
1980,Nicaragua,2771000,2675500,2635300,0,0,1000,6400,0,200,0,NIC,North America,670.443717241455
1980,Niger,5586000,5561686,24640,4915680,0,0,3531,0,0,855,NER,Africa,418.855265726085
1980,Nigeria,72024000,70264947,33291760,32668000,0,660,180000,2730,797,0,NGA,Africa,874.402070997746
1980,Norway,4086000,4044142,3655897,4200,0,13955,367740,0,950,0,NOR,Europe,15772.2409073814
1980,Oman,1130000,1105740,9320,1091000,2600,0,2400,0,0,0,OMN,Asia,5181.82621902853
1980,Pakistan,82581000,82219079,1786000,79277760,1078400,2400,16000,800,350,2169,PAK,Asia,303.050959448747
1980,Panama,1950000,1942829,1877766,28666,4333,1666,13233,0,866,0,PAN,North America,2332.1263853375
1980,Papua New Guinea,2978000,2950800,2849420,300,0,2500,3200,2600,380,0,PNG,Oceania,712.91907247653
1980,Paraguay,3114000,3067900,3033100,0,0,2000,12300,0,1600,0,PRY,South America,1398.05429787568
1980,Peru,17324000,17223802,17048745,200,0,3000,68557,1500,3300,0,PER,South America,1033.41863152886
1980,Philippines,48317000,48035366,45065360,2210000,1200,54000,153000,60000,700,9931,PHL,Asia,778.082780255476
1980,Portugal,9766000,9755536,9335680,9667,0,0,406889,0,1300,0,PRT,Europe,3368.36666940279
1980,Qatar,229000,228500,14500,210580,3000,0,0,0,0,0,QAT,Asia,35010.3952789566
1980,Rwanda,5162000,5161400,3603000,464580,1300,0,1000,0,0,0,RWA,Africa,243.487074517845
1980,Saudi Arabia,9604000,9596000,153000,9400000,4000,5000,30000,3000,0,0,SAU,Asia,16977.9859320217
1980,Senegal,5693000,5669905,285630,4952910,0,555,42187,25,0,0,SEN,Africa,807.805929534265
1980,Seychelles,63000,62902,61480,210,390,0,530,29,0,0,SYC,Africa,2329.35335798995
1980,Sierra Leone,3236000,3230290,305300,1336400,1800,0,0,0,0,0,SLE,Africa,324.830395132127
1980,Singapore,2282000,2277757,208630,412800,138900,209600,97500,1186640,470,21500,SGP,Asia,4928.13911785754
1980,Solomon Islands,227000,226892,216760,165,0,767,400,0,0,0,SLB,Oceania,794.49428210619
1980,Somalia,6713000,6710686,6436,6695000,650,0,3500,0,0,0,SOM,Africa,96.0960667990751
1980,South Africa,29170000,29155353,22598100,362000,565000,2700,898147,2000,157600,5300,ZAF,Africa,2905.80764148555
1980,Spain,37542000,37537579,36748102,5500,0,8500,755000,6677,9300,0,ESP,Europe,6208.5780190814
1980,Sri Lanka,14747000,14541770,1262600,1113500,1917110,10050200,155000,500,0,31000,LKA,Asia,267.668577184682
1980,St. Lucia,124000,123425,123131,0,0,0,0,0,54,0,LCA,North America,1445.9243165493
1980,St. Vincent and the Grenadines,98000,90093,88650,0,53,0,590,0,0,0,VCT,North America,818.769162834652
1980,Sudan,18681000,18639515,1639815,13637130,0,0,0,0,0,0,SDN,Africa,392.414847801622
1980,Suriname,355000,328800,218450,63800,10000,1200,6800,700,850,0,SUR,South America,2211.21405386462
1980,Sweden,8310000,8304029,7714093,8000,0,12436,551700,0,15900,0,SWE,Europe,17097.8326512095
1980,Switzerland,6319000,6303800,5979500,56600,2300,2000,241600,0,18300,0,CHE,Europe,19410.1893547743
1980,Thailand,46718000,46687660,758800,1930000,83000,42513380,198000,792000,70,13000,THA,Asia,682.929972776379
1980,Togo,2615000,2609500,960500,441300,0,0,2000,0,0,0,TGO,Africa,417.669139876884
1980,Trinidad and Tobago,1082000,1076400,712000,70200,268700,2000,1200,0,500,0,TTO,North America,5748.67349531948
1980,Tunisia,6566000,6467191,12172,6407320,0,0,1333,0,46193,0,TUN,Africa,1371.83550058699
1980,Turkey,44439000,44343500,315000,44000000,0,4000,15000,0,7000,0,TUR,Asia,1564.24716583282
1980,Uganda,13120000,12854898,9903000,1049600,99733,363,4000,0,700,3557,UGA,Africa,100.030275672577
1980,United Arab Emirates,1015000,963679,26980,931399,1300,0,2600,0,0,0,ARE,Asia,42764.5405564139
1980,United Kingdom,56330000,55921812,48834047,830000,380000,121000,5044400,13000,466000,210000,GBR,Europe,10032.062080015
1980,United States of America,227726000,225891446,186649864,2666560,995149,1357967,26813635,0,7259000,0,USA,North America,12574.7915062163
1980,Uruguay,2914000,2353515,2064960,75,0,0,258425,0,29105,0,URY,South America,3485.99110298295
1980,Zambia,5738000,5736025,4122960,17000,10000,1800,16000,2205,800,0,ZMB,Africa,654.412013497344
1980,Zimbabwe,7096000,7082894,4347000,70000,5100,350,13000,124,7300,0,ZWE,Africa,901.498414686656
1985,Albania,2957000,2954070,881265,1271510,0,0,797760,0,307,0,ALB,Europe,639.865909445734
1985,Algeria,21850000,21694210,62710,21631500,0,0,0,0,0,0,DZA,Africa,2582.87901344273
1985,Angola,8003000,7999503,7285380,69254,0,809,45000,0,0,0,AGO,Africa,758.745063152158
1985,Argentina,30305000,28897918,28044812,0,0,0,250000,0,603106,0,ARG,South America,2926.12648531698
1985,Australia,15788000,15739622,13256330,95000,35729,76000,2120900,14500,79200,5100,AUS,Oceania,11459.179567837
1985,Austria,7578000,7575497,7027742,92185,0,1260,443000,0,9000,0,AUT,Europe,9172.09676001833
1985,Bahrain,425000,367000,0,367000,0,0,0,0,0,0,BHR,Asia,8706.76660148502
1985,Bangladesh,99434000,99207750,99220,87036177,11127681,593015,197284,2150,0,0,BGD,Asia,245.453912291425
1985,Barbados,253000,191790,176790,0,0,0,15000,0,0,0,BRB,North America,5500.41411424655
1985,Belgium,9858000,9833839,8648544,200000,0,12080,927388,2941,32200,0,BEL,Europe,8750.81851250536
1985,Belize,166000,146500,144500,0,0,0,2000,0,0,0,BLZ,North America,1289.39074367083
1985,Benin,4059000,4058900,1014750,487080,0,0,4200,0,0,0,BEN,Africa,244.410941733101
1985,Bhutan,1451000,1443375,8365,43530,304710,1049230,40,0,0,0,BTN,Asia,351.679895132503
1985,Bolivia,5895000,5792700,5728400,0,0,2800,35000,0,600,0,BOL,South America,870.185648376456
1985,Botswana,1088000,1087961,544000,1280,1163,0,1050,45,190,113,BWA,Africa,1042.23975387474
1985,Brazil,131978000,129071456,129071456,0,0,0,0,0,0,0,BRA,South America,1558.90793451031
1985,Bulgaria,8960000,8846981,6521083,1131177,0,0,1188601,0,5600,0,BGR,Europe,1914.55064658793
1985,Burkina Faso,7886000,7857202,1300000,3691592,0,0,25450,0,0,0,BFA,Africa,200.8943517994
1985,Burundi,4718000,4592421,4025690,47180,3826,0,2425,0,0,0,BDI,Africa,242.058503810168
1985,Cameroon,10166000,9823236,5077980,2236520,0,30,20000,66,0,0,CMR,Africa,848.473279523312
1985,Canada,25843000,25833811,23296160,212810,0,0,2011269,0,313572,0,CAN,North America,14114.8077599664
1985,Central African Republic,2608000,2536981,1677360,208640,0,0,17811,0,0,0,CAF,Africa,340.20138899431
1985,Chad,5020000,5004559,1656600,2208800,0,459,2800,0,0,0,TCD,Africa,202.745556775734
1985,Chile,12122000,11392242,11354910,0,0,0,0,0,5666,0,CHL,South America,1444.28013827502
1985,China,1070174976,1067278422,38511421,16019303,14978,118683252,435087488,408667384,1735,13213,CHN,Asia,294.45884850496
1985,Colombia,29481000,28723950,28286950,0,0,0,250000,0,7000,0,COL,South America,1165.04241373426
1985,Comoros,448000,446123,3750,439040,0,0,243,0,0,0,COM,Africa,553.632402654304
1985,Costa Rica,2642000,2521600,2498000,0,0,0,21100,0,2500,0,CRI,North America,1432.0812477993
1985,Cuba,10098000,17125520,7554920,0,0,0,2502000,7068600,0,0,CUB,North America,2269.82521869396
1985,Cyprus,647000,638530,494760,128000,0,0,15100,0,120,0,CYP,Asia,4488.28700259453
1985,Denmark,5114000,5055256,4780328,34000,0,8705,223798,0,6975,0,DNK,Europe,12253.1002141785
1985,Djibouti,430000,427852,17475,404000,215,0,5892,0,0,0,DJI,Africa,801.18213935827
1985,Dominica,75000,74000,74000,0,0,0,0,0,0,0,DMA,North America,1632.24736654914
1985,Dominican Republic,6416000,6123120,5357360,0,0,0,705760,0,0,0,DOM,North America,780.385865786157
1985,Ecuador,9330000,9002200,8948500,0,0,1000,20000,1500,1000,0,ECU,South America,1891.56247890302
1985,El Salvador,4856000,4836480,4637480,0,0,0,199000,0,0,0,SLV,North America,769.80357530977
1985,Equatorial Guinea,312000,308515,284570,4255,0,0,6240,0,0,0,GNQ,Africa,176.415058814545
1985,Ethiopia,44255000,43357537,24156800,14161600,3137,0,35000,0,22000,0,ETH,Africa,233.218696082903
1985,Fiji,697000,695070,350700,50000,278800,0,6550,1520,0,4200,FJI,Oceania,1603.21935409912
1985,Finland,4902000,4859911,4410722,4370,0,0,441180,0,1370,0,FIN,Europe,11398.1059531509
1985,France,55284000,55259636,45233457,1655000,35001,217713,7436950,44000,556900,0,FRA,Europe,9763.32740402965
1985,Gabon,803000,726420,685540,8280,0,0,5250,0,0,0,GAB,Africa,4038.068544182
1985,Ghana,12717000,12715628,7100000,2012000,2500,320,31100,375,0,0,GHA,Africa,352.352714371426
1985,Greece,9934000,9881640,9635980,150000,0,0,90000,0,5250,0,GRC,Europe,4813.71120474694
1985,Grenada,91000,77000,77000,0,0,0,0,0,0,0,GRD,North America,1678.0732462776
1985,Guatemala,7963000,7336275,7243700,400,0,1300,66100,0,250,0,GTM,North America,1233.08094396302
1985,Guinea-Bissau,869000,868955,112970,286770,0,0,8690,0,0,0,GNB,Africa,164.941935311688
1985,Guyana,793000,784000,438000,80000,266000,0,0,0,0,0,GUY,South America,588.610353438784
1985,Haiti,5865000,8577500,5125000,0,0,0,520000,2932500,0,0,HTI,North America,317.076345905772
1985,Honduras,4372000,4310000,4295000,0,0,0,15000,0,0,0,HND,North America,1232.86961535159
1985,Iceland,241000,237879,234000,0,125,0,3049,0,0,0,ISL,Europe,12361.1869367196
1985,India,750910976,750109739,37545548,86000000,569292341,5400000,7083000,90000,10250,14500000,IND,Asia,296.435150039292
1985,Iraq,15585000,15398189,125000,15273189,0,0,0,0,0,0,IRQ,Asia,3112.99576359636
1985,Ireland,3443405,3380074,3333827,5574,0,0,38413,0,1810,0,IRL,Europe,6011.7355464232
1985,Italy,57141000,57124754,48854380,460845,0,3100,7763000,0,38629,0,ITA,Europe,7990.68656551182
1985,Jamaica,2311000,2251210,1997000,0,0,0,254210,0,0,0,JAM,North America,899.256757502197
1985,Japan,120837000,198672736,3625110,120000,16875,90127750,12068175,92500,1740,989,JPN,Asia,11576.6921126865
1985,Jordan,3833000,3779837,196997,3582840,0,0,0,0,0,0,JOR,Asia,1721.97740874591
1985,Kenya,20333000,20155497,14886320,1219980,100000,150,12500,482,1290,20350,KEN,Africa,308.648702706922
1985,Kuwait,1720000,1683588,83988,1599600,0,0,0,0,0,0,KWT,Asia,12356.8786562447
1985,Lesotho,1503000,1498895,1362730,745,580,0,2050,0,0,0,LSO,Africa,176.018137716736
1985,Luxembourg,367000,366964,349465,2950,0,0,12724,0,705,0,LUX,Europe,12481.9658448559
