Year,State,Population,Total Religous,Christianity,Islam,Hinduism,Buddhism,Noreligion,Syncretism,Judaism,Sikhism,Code,Continent,GDP per Capita
1985,Madagascar,9985000,9943710,5009750,199700,4650,2840,19000,5850,170,0,MDG,Africa,377.856664172781
1985,Malawi,7059000,6991195,4488350,1411800,10867,0,7133,0,135,327,MWI,Africa,155.655698345113
1985,Malaysia,15681000,15548552,1183450,7840500,1175400,1097670,52500,3449820,0,28500,MYS,Asia,2000.1482855772
1985,Maldives,184000,174223,264,172000,62,1840,20,0,0,0,MDV,Asia,671.049688508962
1985,Mali,7566000,7488664,168900,6630740,0,0,7314,0,0,0,MLI,Africa,177.761126044406
1985,Malta,340000,336776,334627,0,45,0,1874,0,50,0,MLT,Europe,3322.4212829917
1985,Mauritania,1766000,1758230,8245,1730680,0,0,1500,0,0,0,MRT,Africa,567.24977925551
1985,Mauritius,1021000,1016850,345825,168000,459450,4050,14950,7600,0,1650,MUS,Africa,1054.47483497012
1985,Mexico,75465000,73773800,73529400,120000,5400,19000,0,0,75000,0,MEX,North America,2569.23971350142
1985,Mongolia,1878000,1863436,13816,40600,0,698017,619740,7263,0,0,MNG,Asia,1137.68561816005
1985,Morocco,21836000,21748394,305704,21417690,0,0,7000,0,15000,0,MAR,Africa,660.946735768742
1985,Myanmar,38641000,38627660,2237250,1357000,485000,29946775,110000,122000,300,6950,MMR,Asia,167.367223302544
1985,Nepal,16324000,16253105,265020,567000,11753280,1958880,52000,11100,0,5325,NPL,Asia,155.407818368299
1985,Netherlands,14484000,14403519,11427907,338000,60252,36000,2499410,9500,29000,0,NLD,Europe,9926.1299705666
1985,New Zealand,3247000,3245920,2852040,3500,11110,14120,337735,7550,4500,315,NZL,Oceania,7600.56524172937
1985,Nicaragua,3272000,3253800,3224000,0,0,0,29800,0,0,0,NIC,North America,718.684997278155
1985,Niger,6608000,6589079,45020,5881120,0,0,4117,0,0,1282,NER,Africa,208.297105774874
1985,Nigeria,95690000,95609490,42889800,47758800,0,2830,190000,2862,798,0,NGA,Africa,882.520000966693
1985,Norway,4153000,4119437,3713291,9059,0,20882,373770,0,885,0,NOR,Europe,15753.5527652129
1985,Oman,1425000,1349751,11751,1338000,0,0,0,0,0,0,OMN,Asia,6677.39840687367
1985,Pakistan,96472000,96259980,2811000,92013120,1209200,38700,53000,1250,525,1085,PAK,Asia,337.828532513133
1985,Panama,2167000,2063280,2063280,0,0,0,0,0,0,0,PAN,North America,2947.6915555155
1985,Papua New Guinea,3337000,3325285,3183795,600,0,4000,6100,2600,420,0,PNG,Oceania,593.815247277172
1985,Paraguay,3609000,3459000,3435000,0,0,2000,0,0,0,0,PRY,South America,892.890451697378
1985,Peru,19492000,19165080,19003080,0,0,3500,75000,0,3500,0,PER,South America,836.946087307564
1985,Philippines,54668000,54530068,50587120,2642000,1200,67000,226500,52000,775,12310,PHL,Asia,644.14604802612
1985,Portugal,10011000,9994392,9525108,15000,0,0,451384,0,1000,0,PRT,Europe,2705.19300197317
1985,Qatar,358000,346165,22665,323500,0,0,0,0,0,0,QAT,Asia,16590.8027157778
1985,Rwanda,6052000,6029650,4475220,550000,5650,0,1500,0,0,0,RWA,Africa,279.104964268031
1985,Samoa,157000,156883,152325,32,0,13,1300,13,0,0,WSM,Oceania,597.344748170666
1985,Saudi Arabia,12649000,12631150,328200,12151000,82000,29000,15000,9000,0,15000,SAU,Asia,7919.65154739552
1985,Senegal,6908000,6894214,320000,6118120,0,678,32793,43,0,0,SEN,Africa,590.132970060231
1985,Seychelles,65000,64723,63080,185,385,0,765,32,0,0,SYC,Africa,2588.55280379525
1985,Sierra Leone,3585000,3573450,354000,1528000,1925,0,0,0,0,0,SLE,Africa,225.183191310296
1985,Singapore,2483000,2456306,265000,415000,144450,342450,99320,1167010,525,18750,SGP,Asia,7001.7667477117
1985,Solomon Islands,270000,269621,253800,269,0,897,530,0,0,0,SLB,Oceania,611.01467934222
1985,Somalia,7875000,7823321,6396,7805000,1525,0,3200,0,0,0,SOM,Africa,131.817364072182
1985,South Africa,33043000,32994475,25537066,351000,566000,44600,1269831,10351,128800,6387,ZAF,Africa,1807.976467842
1985,Spain,38474000,38464541,37216775,27000,0,12500,1180000,9516,12000,0,ESP,Europe,4699.65576367274
1985,Sri Lanka,15842000,15841560,1288100,1224000,1901040,11160000,217500,600,0,36750,LKA,Asia,369.581896014033
1985,St. Kitts and Nevis,44000,42060,38690,0,0,0,60,0,0,0,KNA,North America,2650.9864691075
1985,St. Lucia,137000,135000,135000,0,0,0,0,0,0,0,LCA,North America,2253.09668777185
1985,St. Vincent and the Grenadines,102000,92000,92000,0,0,0,0,0,0,0,VCT,North America,1393.66051869502
1985,Sudan,22109000,22074767,1733968,16075066,0,0,0,0,0,0,SDN,Africa,552.974546010054
1985,Suriname,384000,361000,241000,84000,16000,0,0,0,0,0,SUR,South America,2368.18975900346
1985,Sweden,8350000,8349821,7739016,72500,0,18505,501000,0,15700,0,SWE,Europe,13666.8577454736
1985,Switzerland,6470000,6466400,6020800,104400,2050,1200,320000,0,17950,0,CHE,Europe,17166.5184994159
1985,Thailand,51580000,51543490,1208400,2063200,131500,45906200,599000,666000,75,15000,THA,Asia,747.703437345799
1985,Togo,3028000,3005360,1160360,510000,0,0,4600,0,0,0,TGO,Africa,234.356109981473
1985,Trinidad and Tobago,1178000,1177820,727820,0,300000,0,150000,0,0,0,TTO,North America,6302.60922650931
1985,Tunisia,7261000,7237112,71776,7117006,0,0,0,0,48330,0,TUN,Africa,1147.42922045627
1985,Turkey,50306000,48971370,361070,48579300,0,6000,0,0,22000,0,TUR,Asia,1368.4016524101
1985,Uganda,14762000,14654399,11555000,1529503,115866,545,42000,0,1350,2378,UGA,Africa,241.746001456283
1985,United Arab Emirates,1552000,1514692,41252,1473440,0,0,0,0,0,0,ARE,Asia,29720.8977184634
1985,United Kingdom,56685000,56315448,48605000,814000,377500,120500,5668500,24000,458000,217500,GBR,Europe,8652.21654247593
1985,United States of America,238466000,238168864,199787782,2484858,1005000,1984325,25396899,0,7510000,0,USA,North America,18236.8277265009
1985,Uruguay,3008000,2735520,2075520,0,0,0,660000,0,0,0,URY,South America,1571.30599985711
1985,Vanuatu,136000,135293,123960,0,0,139,468,0,0,0,VUT,Oceania,1014.36599022366
1985,Vietnam,59872000,59606850,4950279,60133,20678,5388480,44305280,813000,0,0,VNM,Asia,231.452285826183
1985,Zambia,6725000,6649517,4900000,48500,10000,1800,17500,2817,900,0,ZMB,Africa,329.511670776954
1985,Zimbabwe,8379000,8293249,5447857,75000,9300,525,49000,187,8350,0,ZWE,Africa,635.006058582556
1990,Albania,3256000,3241479,976398,1367520,0,0,892800,0,305,0,ALB,Europe,617.230435515505
1990,Algeria,25022000,24997000,128400,24146000,0,0,720000,0,600,0,DZA,Africa,2408.82298523208
1990,Angola,10020000,9974171,9307500,91671,0,900,60000,80,0,0,AGO,Africa,948.338177965671
1990,Argentina,32527000,30841626,29470753,0,0,0,750000,0,620873,0,ARG,South America,4333.48337168025
1990,Australia,17065000,16990300,14059050,160000,46000,140000,2385000,24000,83000,8000,AUS,Oceania,18243.4714183672
1990,Austria,7729000,7264611,6433500,157415,0,0,666491,0,7205,0,AUT,Europe,21680.989623313
1990,Bahrain,503000,476384,26450,434354,14000,120,700,0,250,0,BHR,Asia,8529.05212670928
1990,Bangladesh,109765000,109584409,109764,96922495,11525325,656030,218248,2300,0,0,BGD,Asia,306.268700840472
1990,Barbados,257000,195807,177173,1079,800,100,14100,0,30,0,BRB,North America,7711.29545617628
1990,Belgium,9967000,9956200,8495449,315000,0,20000,1076855,3586,32100,0,BEL,Europe,20600.3752789827
1990,Belize,189000,182200,163920,1000,4000,600,4800,0,2100,0,BLZ,North America,2197.16159341937
1990,Benin,4739000,4714420,1306920,870000,0,0,7200,0,0,0,BEN,Africa,393.68676796568
1990,Bhutan,1645000,1640130,15200,17000,329000,1213370,60,0,0,0,BTN,Asia,541.93225710575
1990,Bolivia,6573000,6550820,6272300,1100,0,4500,40000,320,2600,0,BOL,South America,709.059982354587
1990,Botswana,1300000,1291810,704700,2300,1550,0,1400,60,250,150,BWA,Africa,2945.83203953801
1990,Brazil,144724000,139254083,138033011,50000,2666,236403,694623,32000,86423,0,BRA,South America,2622.26288057098
1990,Bulgaria,8991000,8906158,6884000,1110295,0,0,907003,0,4200,0,BGR,Europe,2366.52982128614
1990,Burkina Faso,9001000,8918650,1340000,4376500,0,0,50000,0,0,0,BFA,Africa,351.979233521781
1990,Burundi,5458000,5449293,4891200,105893,5000,0,3200,0,0,0,BDI,Africa,208.146678899064
1990,Cameroon,11484000,11459074,6038000,2435000,0,55,31000,119,0,0,CMR,Africa,1045.36436194844
1990,Canada,27701000,27685700,24346000,250000,155000,500000,1545500,0,350000,240000,CAN,North America,21448.3619600057
1990,Central African Republic,2929000,2842000,1853000,455000,0,0,23000,0,0,0,CAF,Africa,513.304187659237
1990,Chad,5687000,5678952,1808050,2672890,0,612,4000,0,0,0,TCD,Africa,291.553357322654
1990,Chile,13100000,12821650,12353325,2000,0,750,437500,125,9600,0,CHL,South America,2494.5267963643
1990,China,1155304960,1149691565,51058998,17280251,15734,139886419,444546380,443510971,2008,14898,CHN,Asia,317.884673040928
1990,Colombia,32300000,31637750,30980000,20000,8000,1300,375000,1700,8750,0,COL,South America,1445.32863023383
1990,Comoros,523000,521280,5000,512540,0,0,400,0,0,0,COM,Africa,1043.79065919525
1990,Costa Rica,2805000,2777800,2620600,0,80,2000,115520,35000,3800,0,CRI,North America,1831.00015091186
1990,Cuba,10624000,16688470,7680210,8000,21000,6000,2577060,6374400,1000,0,CUB,North America,2703.16829418751
1990,Cyprus,681000,653220,505680,129390,0,0,17300,0,150,0,CYP,Asia,9641.57527301293
1990,Denmark,5140000,5105732,4777340,55000,3400,11272,250520,0,6700,0,DNK,Europe,26891.4464489571
1990,Djibouti,517000,515040,23660,484500,130,0,6350,0,0,0,DJI,Africa,766.147442945421
1990,Dominica,72000,69710,69480,0,140,90,0,0,0,0,DMA,North America,2860.32247919158
1990,Dominican Republic,7106114,6839494,6044752,1600,0,1470,781672,0,0,0,DOM,North America,991.614841149791
1990,Ecuador,10264000,9930700,9874700,0,0,1200,14600,1500,1400,0,ECU,South America,1489.52994603816
1990,El Salvador,5031000,4974630,4865340,1550,0,540,70000,0,500,0,SLV,North America,914.131794738884
1990,Equatorial Guinea,348000,347110,318600,6960,150,0,11000,0,0,0,GNQ,Africa,267.468072913182
1990,Ethiopia,51689000,51575830,29253960,16540480,3600,0,65000,0,10000,0,ETH,Africa,254.243262202821
1990,Fiji,731000,730910,415840,50600,243000,0,9000,2800,100,4500,FJI,Oceania,1835.12305833583
1990,Finland,4986000,4960284,4437525,7800,0,2000,508572,1100,1250,0,FIN,Europe,28364.6450765922
1990,France,56735000,56722211,44618413,1810000,40000,307948,9161300,120000,575000,0,FRA,Europe,21793.8355375183
1990,Gabon,935000,885000,806600,40000,0,0,7000,0,0,0,GAB,Africa,6268.91800765744
1990,Germany,79402000,78959500,62557600,2850000,45000,75000,13360000,5000,47000,3000,DEU,Europe,22303.9613266628
1990,Ghana,15018000,15016640,8280300,2930000,3200,340,48000,500,0,0,GHA,Africa,398.637081088931
1990,Greece,10161000,10124180,9754560,202500,0,0,160000,0,6600,0,GRC,Europe,9600.18523506603
1990,Grenada,91000,75257,75257,0,0,0,0,0,0,0,GRD,North America,2886.99820366833
1990,Guatemala,9197000,8621700,8511300,800,0,1600,84800,0,950,0,GTM,North America,845.306962105181
1990,Guinea,5755000,5749758,220000,3847000,0,4458,8000,0,0,0,GIN,Africa,419.809870822721
1990,Guinea-Bissau,964000,958180,115320,318120,0,0,13600,0,0,0,GNB,Africa,250.149441956581
1990,Guyana,720000,719460,303900,57600,252000,1500,104400,0,60,0,GUY,South America,533.538358752841
1990,Haiti,6486000,9589942,5934500,1660,0,0,410442,3243000,160,0,HTI,North America,439.944188015911
1990,Honduras,5105000,5061340,4919650,6000,0,2500,106400,0,290,0,HND,North America,993.48325319337
1990,Iceland,255000,250578,246069,50,150,0,3529,0,0,0,ISL,Europe,25384.9147533104
1990,India,834697024,834446619,41734851,101000000,622022768,5950000,10000000,110000,9000,18450000,IND,Asia,367.55660889031
1990,Indonesia,179483008,179472885,19334118,151124692,2692245,1794830,1100000,1200000,0,5000,IDN,Asia,585.076562851392
1990,Iraq,18078000,17841310,398350,17354880,0,900,85000,0,180,0,IRQ,Asia,10356.9030475966
1990,Ireland,3525719,3411127,3335763,7500,0,0,66283,0,1581,0,IRL,Europe,14031.3025675469
1990,Italy,57661000,57642476,48669553,600000,0,4100,8282664,41000,38359,0,ITA,Europe,20825.7842228307
1990,Jamaica,2415000,2356755,1701798,3000,27100,300,617757,0,600,0,JAM,North America,1897.69088378902
1990,Japan,123478000,203124753,3704340,160000,21000,92138500,12300000,120000,2350,1318,JPN,Asia,25371.4641705246
1990,Jordan,4259000,4257550,132850,4043700,0,0,70000,0,0,0,JOR,Asia,1166.61093041413
1990,Kenya,24032000,23992642,18867000,1680000,120000,200,21000,642,1600,23700,KEN,Africa,361.328265066269
1990,Kuwait,2141000,2073999,101000,1919999,19500,0,7500,0,0,1000,KWT,Asia,8794.60604566196
1990,Lebanon,2555000,2555000,1200000,1355000,0,0,0,0,0,0,LBN,Asia,1012.64821591829
1990,Lesotho,1783000,1777980,1612530,850,1100,0,3400,0,0,0,LSO,Africa,350.058784526869
1990,Libya,4151000,4137778,99999,4026470,1266,5066,3666,466,33,566,LBY,Africa,6514.31856739899
1990,Liechtenstein,29000,28700,27120,600,0,0,870,0,40,0,LIE,Europe,49373.6102661458
1990,Luxembourg,382000,381838,352790,3900,0,0,23148,0,700,0,LUX,Europe,33465.478207919
1990,Madagascar,11197000,11117490,5896410,239700,7000,3000,32000,6500,200,0,MDG,Africa,338.947712672835
1990,Malawi,8289000,8199458,5352920,1657800,15433,0,13567,0,152,369,MWI,Africa,199.986363580318
1990,Malaysia,17764000,17657942,1421116,10409703,1315000,3233048,78131,461864,0,30000,MYS,Asia,2441.74199054895
1990,Maldives,216000,215990,360,214230,190,1100,60,0,0,0,MDV,Asia,963.635658204447
1990,Mali,8156000,8155145,156000,7163200,0,0,8800,0,0,0,MLI,Africa,317.394827422115
1990,Malta,354000,353700,350140,1250,40,0,2000,0,50,0,MLT,Europe,7191.92360259617
1990,Mauritania,2003000,1995250,8930,1972970,0,0,2200,0,0,0,MRT,Africa,740.736171274275
1990,Mauritius,1059000,1057550,351790,175000,465960,2700,26000,13800,0,2200,MUS,Africa,2506.17931226708
1990,Mexico,83226000,83168300,80606800,0,5400,0,2451100,0,105000,0,MEX,North America,3112.26859475697
1990,Mongolia,2216000,2214258,22487,95000,0,921911,700750,8710,0,0,MNG,Asia,1172.44628661454
1990,Morocco,24487000,24399445,334470,23923175,0,0,115000,0,15000,0,MAR,Africa,1206.01188616466
1990,Myanmar,41354000,41341850,2488600,1080000,660000,32049350,160000,118000,350,7600,MMR,Asia,513.546796901174
1990,Namibia,1352000,1350000,1248000,200,0,0,12800,0,1600,0,NAM,Africa,1947.06291089481
1990,Nepal,18111000,18107030,524000,710000,13039920,1992210,60000,14800,0,7100,NPL,Asia,191.878883935254
1990,Netherlands,14952000,14951481,11346000,533000,80000,48000,2908051,6000,26000,0,NLD,Europe,21290.8603827045
1990,New Zealand,3362000,3349260,2830080,5800,17800,26700,437060,7000,4600,320,NZL,Oceania,13663.0216184298
1990,Nicaragua,3871000,3796730,3716900,710,0,4200,47000,0,400,0,NIC,North America,241.876412085241
1990,Niger,7731000,7724109,65400,6970000,0,0,4800,0,0,1709,NER,Africa,437.589994991622
1990,Nigeria,96154000,95671340,44038540,42899000,0,5000,200000,3000,800,0,NGA,Africa,567.528649015722
1990,Norway,4241000,4205011,3819633,13919,0,27809,339280,900,820,0,NOR,Europe,28242.943738533
1990,Oman,2000000,1927345,93400,1710525,90000,13000,3800,0,0,11000,OMN,Asia,6448.13835970931
1990,Pakistan,112404000,112267700,3836000,106633800,1420000,75000,90000,1700,700,1500,PAK,Asia,371.678567628755
1990,Panama,2398000,2396081,2292500,35000,2666,12200,31466,0,1133,0,PAN,North America,2603.84767615318
1990,Papua New Guinea,3698000,3695000,3513400,900,0,5500,9000,2600,460,0,PNG,Oceania,697.538968503962
1990,Paraguay,4219000,4207446,4142546,0,0,6200,20000,0,2400,0,PRY,South America,1376.16532482782
1990,Peru,21569000,21546800,21346550,250,0,7000,85000,7000,4500,0,PER,South America,1196.58685819634
1990,Philippines,61480000,61269808,56991959,2828080,1200,61480,300000,50000,850,14689,PHL,Asia,816.029545747237
1990,Poland,38119000,38101640,37050000,4500,0,900,1040850,0,4940,0,POL,Europe,1731.20953112388
1990,Portugal,9899000,9832217,9344537,20000,0,50000,395880,18000,500,0,PRT,Europe,7884.61798756332
1990,Qatar,486000,472500,34500,416600,11500,9000,0,0,0,0,QAT,Asia,15454.1796715698
1990,Romania,23207000,23202849,21180551,45928,0,0,1965000,0,9670,0,ROU,Europe,1680.70562287227
1990,Rwanda,7181000,6929596,5702750,556056,10000,0,2000,0,0,0,RWA,Africa,349.873309552059
1990,Samoa,164000,163867,159500,37,0,15,1200,15,0,0,WSM,Oceania,772.534320382798
1990,Saudi Arabia,14870000,14867900,503400,14103600,160000,53000,0,15000,0,30000,SAU,Asia,7246.01592028381
1990,Senegal,7298000,7293303,400000,6407000,0,830,23400,73,0,0,SEN,Africa,982.017876322546
1990,Seychelles,70000,69815,67950,160,380,0,1000,35,0,0,SYC,Africa,5302.84372714198
1990,Sierra Leone,3997000,3985150,452150,1798650,2050,0,72300,0,0,0,SLE,Africa,150.388997452047
1990,Singapore,3016000,3009064,352000,552000,150000,452400,125000,1357200,580,14000,SGP,Asia,11861.7561591366
1990,Solomon Islands,320000,319600,304000,440,0,1050,660,0,0,0,SLB,Oceania,688.519114237461
1990,Somalia,8623000,8593957,6357,8573000,2400,0,2900,0,0,0,SOM,Africa,126.924973244299
1990,South Africa,37066000,37011296,28864199,436871,664743,65549,1455672,14526,114400,6930,ZAF,Africa,3139.9662248384
1990,Spain,38959000,38955805,37464150,170000,0,16500,1271000,12355,12800,0,ESP,Europe,13804.8767869937
1990,Sri Lanka,16993000,16981890,1313600,1500000,2209090,11650720,250000,700,0,42500,LKA,Asia,463.618738841557
1990,St. Kitts and Nevis,40500,37580,35517,0,162,0,1701,0,0,0,KNA,North America,5396.40484995676
1990,St. Lucia,133000,132757,131057,0,1200,0,200,0,0,0,LCA,North America,4199.63649663908
1990,St. Vincent and the Grenadines,106000,100623,91423,1500,3450,0,1470,1580,0,0,VCT,North America,2236.19781248934
1990,Sudan,25752000,25015633,4132500,17384983,500,0,220000,0,1200,0,SDN,Africa,483.952610882609
1990,Suriname,402000,401831,235351,65091,82885,1400,0,504,525,0,SUR,South America,958.612332137947
1990,Sweden,8559000,8528746,7833833,137000,0,24573,513540,0,15500,0,SWE,Europe,30593.6724447761
1990,Switzerland,6750000,6747630,6064100,152200,1800,1030,510900,0,17600,0,CHE,Europe,39607.8190856429
1990,Tanzania,25635000,25531541,12378600,8050000,210000,5072,60000,14069,170,8100,TZA,Africa,173.79061790875
1990,Thailand,55839000,55717390,1658000,2233560,180000,48579930,1000000,540000,80,17000,THA,Asia,1508.94246991043
1990,Togo,3524000,3508900,1467000,650000,0,0,7200,0,0,0,TGO,Africa,431.450388393856
1990,Trinidad and Tobago,1215000,1181785,760400,80190,315900,3900,15795,0,600,0,TTO,North America,4150.2848612054
1990,Tunisia,8154000,8151450,76350,8070750,0,0,0,0,3600,0,TUN,Africa,1491.11977697788
1990,Turkey,56098000,56041432,400900,55450432,0,30000,110000,13500,22000,0,TUR,Asia,2794.35049380641
1990,Uganda,16649000,16577401,13556620,1843204,132000,727,80000,0,2000,1200,UGA,Africa,248.029324322898
1990,United Arab Emirates,1921000,1862484,48384,1790000,12500,3600,0,0,0,4000,ARE,Asia,27729.3905933305
1990,United Kingdom,57561000,57155031,48498500,1050000,375000,120000,6498000,35000,310000,225000,GBR,Europe,19095.4669984608
1990,United States of America,249907000,249744836,214425162,2294757,323352,1575481,24413914,0,5508504,18517,USA,North America,23888.6000088133
1990,Uruguay,3094000,2733360,2262800,450,0,60,439000,0,30500,0,URY,South America,2990.36713273915
1990,Vanuatu,144000,142180,130480,0,0,200,550,0,0,0,VUT,Oceania,1152.16924607981
1990,Vietnam,66233000,65096320,4682900,61710,27980,5960970,47687760,800000,0,0,VNM,Asia,95.1882599812843
1990,Zambia,8073000,7689207,6080800,80000,10000,2400,19000,3597,1000,0,ZMB,Africa,408.769331277015
1990,Zimbabwe,9369000,9136630,6548714,80000,13500,700,85000,249,9400,0,ZWE,Africa,841.973958267932
1995,Albania,3609000,3608370,1049187,1948860,0,0,604338,0,302,0,ALB,Europe,750.604449178826
1995,Algeria,28060000,27217500,9000,27208500,0,0,0,0,0,0,DZA,Africa,1452.27843429531
1995,Andorra,68000,67990,62680,448,207,0,4298,0,257,0,AND,Europe,18458.1739929996
1995,Angola,10816000,10656412,9875230,114089,0,1000,86599,0,0,0,AGO,Africa,398.79099821209
1995,Argentina,34768000,33551920,31986560,0,0,0,870000,0,695360,0,ARG,South America,7408.70866363112
1995,Armenia,3759000,3758263,3288527,8316,0,210,459000,0,706,0,ARM,Asia,456.374933276273
1995,Australia,18072000,18056511,14418100,244308,78619,250361,2822174,42028,88526,15048,AUS,Oceania,20358.3333563413
1995,Austria,8047000,7963018,6996880,242116,4198,5717,700000,1787,8687,675,AUT,Europe,30325.8495818396
1995,Azerbaijan,7487000,7484846,291437,6738299,0,0,430898,0,22951,0,AZE,Asia,314.561226313624
1995,Bahrain,578000,576892,30392,546500,0,0,0,0,0,0,BHR,Asia,10376.953296178
1995,Bangladesh,118229000,118082864,96734,105238920,11750000,650902,159504,2532,0,0,BGD,Asia,329.424076062081
1995,Barbados,264000,245858,183005,1885,859,104,58698,0,31,0,BRB,North America,8335.89929257052
1995,Belarus,10281000,10155824,7159892,15000,0,1329,2950000,0,29500,0,BLR,Europe,1323.27308763724
1995,Belgium,10137000,10102127,8222233,403904,0,21939,1406323,4232,32000,0,BEL,Europe,28413.8264387368
1995,Belize,216000,207902,186321,1194,4768,721,5998,1020,1300,0,BLZ,North America,2997.76045844165
1995,Benin,5412000,5355010,1837275,1190640,0,0,11108,0,0,0,BEN,Africa,367.387714295597
1995,Bhutan,1770000,1757656,16414,10889,283200,1378300,100,0,0,0,BTN,Asia,543.301618711449
1995,Bolivia,7414000,7380880,7300880,0,0,0,45000,0,0,0,BOL,South America,880.992686367672
1995,Bosnia and Herzegovina,4484000,4319488,2286840,1810051,0,0,222174,0,423,0,BIH,Europe,487.476904509881
1995,Botswana,1456000,1437300,835638,3372,1894,0,2025,75,293,172,BWA,Africa,3219.91424224552
1995,Brazil,155822000,153067317,151406004,68293,2560,278083,995856,34500,87862,0,BRA,South America,4748.38820787605
1995,Bulgaria,8406000,8352836,6629941,1092780,0,0,625404,0,4053,0,BGR,Europe,2258.28601787597
1995,Burkina Faso,10200000,10113383,1601000,5100000,0,0,54945,0,0,0,BFA,Africa,235.832150553486
1995,Burundi,5982000,5969675,5424155,59820,5312,0,3613,0,0,0,BDI,Africa,167.098887846036
1995,Cambodia,9836000,9821510,113049,208888,22005,8360600,240134,393440,0,0,KHM,Asia,322.931575435263
1995,Cameroon,13277000,13254339,7036810,2920940,0,100,66562,214,0,0,CMR,Africa,798.881310215978
1995,Canada,29354000,29033623,24958842,125000,170941,250000,2772795,0,361880,197867,CAN,North America,20613.7878829216
1995,Central African Republic,3273000,3271779,2159140,490950,0,0,24067,0,0,0,CAF,Africa,346.108196202762
1995,Chad,6335000,6329898,1955305,3167500,0,765,5818,0,0,0,TCD,Africa,206.26065256048
1995,Chile,14210000,13585000,13585000,0,0,0,0,0,0,0,CHL,South America,5107.27751262395
1995,China,1220224000,1215200120,63606575,18541200,16491,161089585,440100800,475354557,2282,16584,CHN,Asia,609.656679205465
1995,Colombia,35099000,34563407,33756907,0,0,0,450000,0,6500,0,COL,South America,2539.91287721915
1995,Comoros,612000,610805,4193,601259,0,0,658,0,0,0,COM,Africa,838.171684031953
1995,Costa Rica,3333000,3265878,3097950,0,100,2171,120000,40630,4170,0,CRI,North America,3265.69338131157
1995,Croatia,4669000,4616593,4188925,85130,0,0,341728,0,810,0,HRV,Europe,4917.08537059594
1995,Cuba,10980000,17437908,8524160,8160,21420,6120,2267812,6588000,1020,0,CUB,North America,2794.73880836447
1995,Cyprus,733000,700489,519135,155523,0,0,24928,0,145,0,CYP,Asia,15261.4105623727
1995,Czech Republic,10331000,9917951,3076314,1050,0,10746,6818460,3290,7210,0,CZE,Europe,5824.12129119574
1995,Denmark,5228000,5195630,4703433,108747,5564,13840,356035,0,6737,0,DNK,Europe,35351.3654606819
1995,Djibouti,601000,598859,26408,564940,192,0,6843,0,0,0,DJI,Africa,789.555526527302
1995,Dominica,71000,70305,69050,69,140,46,1000,0,0,0,DMA,North America,3860.8005375462
1995,Dominican Republic,7170000,6892000,6098300,0,0,0,788700,0,0,0,DOM,North America,2127.74808893306
1995,Ecuador,9330000,8978500,8978500,0,0,0,0,0,0,0,ECU,South America,2132.90678274384
1995,El Salvador,5662000,5609788,5288450,1656,0,301,289416,0,282,0,SLV,North America,1585.10889560143
1995,Equatorial Guinea,379000,373784,339545,11653,188,0,11370,0,0,0,GNQ,Africa,285.552548185098
1995,Eritrea,3171000,3163498,1539364,1542000,685,0,60000,0,0,0,ERI,Africa,262.230534786118
1995,Estonia,1484000,1449226,647267,3982,487,487,794845,0,1622,0,EST,Europe,3134.38975345407
1995,Ethiopia,56677000,56488011,32575450,19270180,4130,0,76045,0,10975,0,ETH,Africa,134.34296024645
1995,Fiji,796000,790978,485735,47760,238800,0,8594,1829,104,4378,FJI,Oceania,2540.98087890806
1995,Finland,5108000,5082000,4444851,12181,0,2677,618068,1176,1241,0,FIN,Europe,26271.5998141691
1995,France,58139000,58058095,43939194,2677400,42302,378182,10185650,152460,581390,0,FRA,Europe,26890.2176223614
1995,Gabon,1076000,1074282,946880,79645,0,0,11946,0,0,0,GAB,Africa,4570.57130354061
1995,Georgia,5417000,5415935,4581948,595870,0,0,216680,0,19753,0,GEO,Asia,578.344609852583
1995,Germany,81661000,79862005,60917960,3258506,68954,79843,15365036,5114,135319,13833,DEU,Europe,31658.3493789135
1995,Ghana,17338000,16910823,10150510,3464972,3621,372,55844,543,0,0,GHA,Africa,379.987984916879
1995,Greece,10454000,10452564,10021758,235000,0,0,189449,0,6009,0,GRC,Europe,12959.3242908115
1995,Grenada,91000,80005,77438,152,318,0,2097,0,0,0,GRD,North America,3411.9669596805
1995,Guatemala,9976000,9608213,9576225,655,0,1390,19521,0,644,0,GTM,North America,1424.68254256258
1995,Guinea,7349000,7344056,280000,4997320,0,5573,10988,0,0,0,GIN,Africa,508.101516144618
1995,Guinea-Bissau,1069000,1066048,142554,374150,0,0,14628,0,0,0,GNB,Africa,233.243258739218
1995,Guyana,735000,727613,367200,55800,232500,0,71700,0,38,0,GUY,South America,816.5354249131
1995,Haiti,7180000,10216822,6621510,830,0,0,0,3590000,129,0,HTI,North America,363.265544505251
1995,Honduras,5953000,5745670,5624825,3000,0,1250,103200,0,145,0,HND,North America,936.667654324264
1995,Hungary,10229000,10141878,7811791,20072,0,2206,2251153,0,56435,0,HUN,Europe,4494.70762405948
1995,Iceland,267000,262393,257027,221,440,0,3923,0,0,0,ISL,Europe,26633.5911449805
1995,India,915971008,915002758,45798549,109916520,679818545,9159710,11685100,121395,9061,18319420,IND,Asia,373.76648078334
1995,Indonesia,197841504,197362754,21812609,165377245,3508122,1762215,1300000,1225000,0,5200,IDN,Asia,1026.39343607504
